都道府県,市区町村,年齢,性別,商品券決済日時,商品券決済金額,産業,3市町
愛知県,長久手市,47,女性,2022/10/09 12:09,"1,155",その他,鯖江市
福井県,福井市,28,女性,2022/10/09 12:11,"5,350",飲食,鯖江市
福井県,越前市,54,女性,2022/10/09 12:12,750,飲食,鯖江市
福井県,福井市,58,男性,2022/10/09 12:15,300,漆器,鯖江市
福井県,越前市,50,女性,2022/10/09 12:16,"6,000",飲食,鯖江市
福井県,鯖江市,58,女性,2022/10/09 12:16,"1,350",飲食,鯖江市
福井県,福井市,23,その他,2022/10/09 12:17,"1,540",和紙,越前市
福井県,福井市,23,女性,2022/10/09 12:17,790,漆器,鯖江市
福井県,福井市,42,女性,2022/10/09 12:18,"1,000",眼鏡,鯖江市
千葉県,我孫子市,39,男性,2022/10/09 12:18,"1,720",漆器,鯖江市
福井県,鯖江市,29,男性,2022/10/09 12:18,"1,540",その他,鯖江市
石川県,小松市,45,女性,2022/10/09 12:22,"4,400",漆器,鯖江市
福井県,坂井市,52,女性,2022/10/09 12:22,950,飲食,鯖江市
大阪府,枚方市,55,男性,2022/10/09 12:22,"6,050",漆器,鯖江市
福井県,福井市,36,男性,2022/10/09 12:25,500,その他,鯖江市
岐阜県,郡上市,43,男性,2022/10/09 12:26,"2,500",漆器,鯖江市
福井県,鯖江市,23,女性,2022/10/09 12:27,"2,504",その他,鯖江市
奈良県,奈良市,30,男性,2022/10/09 12:27,"1,000",和紙,越前市
福井県,福井市,41,男性,2022/10/09 12:27,400,漆器,鯖江市
福井県,鯖江市,53,女性,2022/10/09 12:28,"6,000",漆器,鯖江市
福井県,鯖江市,25,女性,2022/10/09 12:29,"1,220",その他,鯖江市
大阪府,八尾市,36,男性,2022/10/09 12:29,"4,620",漆器,鯖江市
福井県,福井市,55,男性,2022/10/09 12:30,900,飲食,鯖江市
兵庫県,洲本市,31,男性,2022/10/09 12:30,"4,180",眼鏡,鯖江市
大阪府,枚方市,30,女性,2022/10/09 12:35,500,その他,鯖江市
福井県,勝山市,51,女性,2022/10/09 12:35,500,その他,鯖江市
福井県,福井市,48,男性,2022/10/09 12:35,400,漆器,鯖江市
福井県,敦賀市,23,女性,2022/10/09 12:37,"6,400",漆器,鯖江市
福井県,福井市,35,男性,2022/10/09 12:37,"1,000",その他,鯖江市
福井県,福井市,32,回答なし,2022/10/09 12:38,"5,000",その他,鯖江市
福井県,福井市,21,女性,2022/10/09 12:38,"3,400",漆器,鯖江市
東京都,町田市,24,女性,2022/10/09 12:39,"1,000",和紙,越前市
福井県,敦賀市,23,女性,2022/10/09 12:39,400,漆器,鯖江市
福井県,敦賀市,26,女性,2022/10/09 12:39,400,漆器,鯖江市
福井県,福井市,48,男性,2022/10/09 12:40,400,漆器,鯖江市
福井県,鯖江市,37,女性,2022/10/09 12:40,"5,319",その他,鯖江市
熊本県,南関町,35,女性,2022/10/09 12:41,"2,000",眼鏡,鯖江市
大阪府,大阪市東成区,31,女性,2022/10/09 12:41,"1,000",その他,鯖江市
福井県,福井市,38,男性,2022/10/09 12:41,600,漆器,鯖江市
福井県,越前市,23,女性,2022/10/09 12:42,"7,030",飲食,鯖江市
福井県,小浜市,53,女性,2022/10/09 12:42,"1,000",その他,鯖江市
福井県,福井市,50,女性,2022/10/09 12:42,"1,081",その他,鯖江市
福井県,福井市,49,女性,2022/10/09 12:43,500,その他,鯖江市
福井県,福井市,34,女性,2022/10/09 12:43,500,その他,鯖江市
福井県,福井市,25,女性,2022/10/09 12:43,"1,000",その他,鯖江市
福井県,越前市,39,女性,2022/10/09 12:43,"1,650",漆器,鯖江市
福井県,福井市,28,女性,2022/10/09 12:44,600,漆器,鯖江市
茨城県,ひたちなか市,22,男性,2022/10/09 12:44,350,飲食,鯖江市
福井県,越前市,41,男性,2022/10/09 12:45,"2,750",漆器,鯖江市
東京都,武蔵野市,31,女性,2022/10/09 12:45,55,漆器,鯖江市
福井県,福井市,55,女性,2022/10/09 12:45,"4,180",その他,鯖江市
大阪府,大阪市,23,女性,2022/10/09 12:46,500,その他,鯖江市
兵庫県,豊岡市,23,男性,2022/10/09 12:47,500,その他,鯖江市
福井県,福井市,36,男性,2022/10/09 12:47,"3,900",漆器,鯖江市
福井県,福井市,50,女性,2022/10/09 12:48,350,飲食,鯖江市
福井県,福井市,37,男性,2022/10/09 12:48,"20,240",漆器,鯖江市
福井県,鯖江市,29,男性,2022/10/09 12:49,"2,200",漆器,鯖江市
大阪府,大阪市,36,男性,2022/10/09 12:49,"6,000",漆器,鯖江市
岐阜県,郡上市,43,男性,2022/10/09 12:50,"4,800",漆器,鯖江市
三重県,四日市市,61,女性,2022/10/09 12:50,"4,312",漆器,鯖江市
福井県,坂井市,52,女性,2022/10/09 12:50,"1,500",漆器,鯖江市
東京都,世田谷区,44,女性,2022/10/09 12:50,873,和紙,越前市
福井県,大野市,26,男性,2022/10/09 12:51,"2,148",漆器,鯖江市
福井県,坂井市,53,女性,2022/10/09 12:52,"2,000",その他,鯖江市
福井県,福井市,37,男性,2022/10/09 12:52,"1,200",飲食,鯖江市
福井県,坂井市,52,女性,2022/10/09 12:53,550,漆器,鯖江市
福井県,鯖江市,37,女性,2022/10/09 12:53,350,飲食,鯖江市
福井県,福井市,34,女性,2022/10/09 12:53,160,箪笥,越前市
福井県,鯖江市,50,女性,2022/10/09 12:54,500,その他,鯖江市
愛知県,豊橋市,34,男性,2022/10/09 12:56,"1,690",和紙,越前市
福井県,福井市,28,女性,2022/10/09 12:58,50,その他,鯖江市
埼玉県,さいたま市,23,男性,2022/10/09 12:58,500,その他,鯖江市
愛知県,豊橋市,34,男性,2022/10/09 12:58,160,和紙,越前市
福井県,福井市,50,女性,2022/10/09 12:58,200,漆器,鯖江市
福井県,鯖江市,55,女性,2022/10/09 12:59,"2,486",眼鏡,鯖江市
福井県,福井市,30,女性,2022/10/09 12:59,"1,500",漆器,鯖江市
愛知県,小牧市,52,女性,2022/10/09 13:00,500,漆器,鯖江市
福井県,福井市,49,男性,2022/10/09 13:01,"17,540",その他,越前町
福井県,福井市,36,男性,2022/10/09 13:01,400,漆器,鯖江市
福井県,福井市,26,男性,2022/10/09 13:01,"4,000",その他,鯖江市
愛知県,名古屋市,31,男性,2022/10/09 13:01,"2,200",漆器,鯖江市
愛知県,名古屋市,27,女性,2022/10/09 13:01,"2,200",漆器,鯖江市
福井県,福井市,50,女性,2022/10/09 13:02,"16,100",漆器,鯖江市
愛知県,岩倉市,30,女性,2022/10/09 13:03,600,打刃物,越前市
福井県,福井市,39,男性,2022/10/09 13:05,"1,900",その他,鯖江市
福井県,福井市,23,その他,2022/10/09 13:07,"9,350",その他,鯖江市
福井県,福井市,50,女性,2022/10/09 13:08,269,漆器,鯖江市
愛知県,名古屋市,26,その他,2022/10/09 13:08,"1,500",和紙,越前市
福井県,鯖江市,48,男性,2022/10/09 13:09,600,眼鏡,鯖江市
石川県,中能登町,54,女性,2022/10/09 13:11,400,飲食,鯖江市
福井県,永平寺町,42,女性,2022/10/09 13:12,"6,000",飲食,鯖江市
福井県,あわら市,57,男性,2022/10/09 13:13,"2,000",焼物,越前町
福井県,福井市,26,男性,2022/10/09 13:14,"1,000",その他,鯖江市
福井県,あわら市,51,回答なし,2022/10/09 13:15,770,漆器,鯖江市
福井県,鯖江市,21,女性,2022/10/09 13:17,"4,500",その他,鯖江市
福井県,越前市,39,女性,2022/10/09 13:20,"1,500",漆器,鯖江市
岐阜県,各務原市,22,男性,2022/10/09 13:20,"2,200",漆器,鯖江市
福井県,越前市,56,女性,2022/10/09 13:25,"2,500",飲食,鯖江市
愛知県,蒲郡市,23,女性,2022/10/09 13:25,"2,200",眼鏡,鯖江市
三重県,菰野町,47,女性,2022/10/09 13:26,"1,500",その他,鯖江市
福井県,福井市,55,女性,2022/10/09 13:26,495,漆器,鯖江市
福井県,あわら市,51,回答なし,2022/10/09 13:27,"4,730",漆器,鯖江市
愛知県,蒲郡市,28,女性,2022/10/09 13:27,"30,000",眼鏡,鯖江市
石川県,金沢市,20,女性,2022/10/09 13:27,180,その他,鯖江市
東京都,府中市,29,回答なし,2022/10/09 13:27,"2,970",眼鏡,鯖江市
岡山県,岡山市,23,女性,2022/10/09 13:28,300,和紙,越前市
大阪府,八尾市,23,女性,2022/10/09 13:28,300,和紙,越前市
福井県,福井市,41,女性,2022/10/09 13:30,"3,650",焼物,越前町
東京都,墨田区,28,女性,2022/10/09 13:30,"1,180",和紙,越前市
福井県,福井市,45,女性,2022/10/09 13:30,"6,000",飲食,鯖江市
大阪府,大阪市,23,女性,2022/10/09 13:30,"3,740",その他,鯖江市
三重県,菰野町,39,女性,2022/10/09 13:31,"5,610",その他,鯖江市
三重県,菰野町,39,女性,2022/10/09 13:31,"3,080",その他,鯖江市
福井県,勝山市,51,女性,2022/10/09 13:31,"5,500",その他,鯖江市
福井県,福井市,49,男性,2022/10/09 13:33,"17,603",その他,越前町
長野県,松本市,40,男性,2022/10/09 13:34,"5,870",その他,鯖江市
福井県,永平寺町,31,男性,2022/10/09 13:34,"1,892",眼鏡,鯖江市
愛知県,小牧市,52,女性,2022/10/09 13:35,"1,100",漆器,鯖江市
福井県,福井市,39,男性,2022/10/09 13:36,495,その他,鯖江市
福井県,福井市,32,男性,2022/10/09 13:36,500,その他,鯖江市
福井県,越前市,47,男性,2022/10/09 13:37,"1,480",その他,鯖江市
兵庫県,豊岡市,23,男性,2022/10/09 13:37,"4,700",その他,鯖江市
兵庫県,川西市,53,男性,2022/10/09 13:37,"2,530",飲食,鯖江市
福井県,福井市,41,男性,2022/10/09 13:38,"5,000",漆器,鯖江市
福井県,福井市,29,女性,2022/10/09 13:39,"2,250",飲食,鯖江市
福井県,あわら市,51,回答なし,2022/10/09 13:39,"4,585",漆器,鯖江市
福井県,福井市,48,男性,2022/10/09 13:40,500,その他,鯖江市
愛知県,岡崎市,29,男性,2022/10/09 13:41,"30,000",眼鏡,鯖江市
福井県,福井市,44,女性,2022/10/09 13:42,500,その他,鯖江市
長野県,松本市,40,男性,2022/10/09 13:44,"4,429",その他,鯖江市
茨城県,ひたちなか市,22,男性,2022/10/09 13:45,"8,690",漆器,鯖江市
埼玉県,さいたま市,23,男性,2022/10/09 13:45,"1,360",漆器,鯖江市
福井県,福井市,29,女性,2022/10/09 13:47,"6,000",漆器,鯖江市
福井県,福井市,42,女性,2022/10/09 13:51,"3,500",和紙,越前市
東京都,葛飾区,31,女性,2022/10/09 13:52,"1,200",和紙,越前市
福井県,鯖江市,29,男性,2022/10/09 13:53,"2,260",漆器,鯖江市
東京都,杉並区,33,女性,2022/10/09 13:54,"1,000",箪笥,越前市
福井県,福井市,44,女性,2022/10/09 13:54,500,その他,鯖江市
福井県,小浜市,53,女性,2022/10/09 13:56,550,その他,鯖江市
神奈川県,川崎市,24,女性,2022/10/09 13:56,500,箪笥,越前市
福井県,坂井市,52,男性,2022/10/09 13:56,"1,980",漆器,鯖江市
愛知県,岩倉市,30,女性,2022/10/09 13:57,800,和紙,越前市
福井県,福井市,25,女性,2022/10/09 13:58,"2,000",その他,鯖江市
福井県,敦賀市,23,女性,2022/10/09 13:59,"1,020",漆器,鯖江市
福井県,敦賀市,26,女性,2022/10/09 13:59,"3,880",漆器,鯖江市
富山県,南砺市,44,男性,2022/10/09 14:01,"2,926",漆器,鯖江市
三重県,菰野町,47,女性,2022/10/09 14:01,"3,000",漆器,鯖江市
福井県,福井市,23,男性,2022/10/09 14:01,"1,055",その他,鯖江市
福井県,鯖江市,46,女性,2022/10/09 14:01,"4,560",その他,鯖江市
福井県,福井市,49,女性,2022/10/09 14:01,"11,500",その他,鯖江市
福井県,福井市,34,女性,2022/10/09 14:02,"11,500",その他,鯖江市
岐阜県,岐阜市,23,女性,2022/10/09 14:04,924,その他,鯖江市
奈良県,王寺町,22,男性,2022/10/09 14:04,"3,680",その他,鯖江市
東京都,小金井市,22,女性,2022/10/09 14:04,"3,340",漆器,鯖江市
福井県,福井市,41,女性,2022/10/09 14:05,300,打刃物,越前市
愛知県,蒲郡市,23,女性,2022/10/09 14:06,"2,970",眼鏡,鯖江市
福井県,福井市,45,女性,2022/10/09 14:06,"1,400",飲食,鯖江市
愛知県,名古屋市,59,女性,2022/10/09 14:08,600,飲食,鯖江市
福井県,永平寺町,55,女性,2022/10/09 14:10,"1,058",漆器,鯖江市
福井県,越前市,39,女性,2022/10/09 14:10,700,飲食,鯖江市
福井県,福井市,26,女性,2022/10/09 14:11,"5,500",その他,鯖江市
福井県,福井市,26,男性,2022/10/09 14:13,"1,000",漆器,鯖江市
長野県,松本市,40,男性,2022/10/09 14:13,"1,701",和紙,越前市
福井県,鯖江市,23,男性,2022/10/09 14:14,"4,500",漆器,鯖江市
愛知県,名古屋市,31,男性,2022/10/09 14:14,500,飲食,鯖江市
福井県,福井市,26,女性,2022/10/09 14:14,"18,000",打刃物,越前市
大阪府,八尾市,36,男性,2022/10/09 14:14,500,飲食,鯖江市
福井県,福井市,48,男性,2022/10/09 14:15,"12,100",漆器,鯖江市
愛知県,日進市,56,女性,2022/10/09 14:15,"2,070",その他,鯖江市
福井県,福井市,32,男性,2022/10/09 14:15,"2,320",漆器,鯖江市
福井県,福井市,37,男性,2022/10/09 14:16,"6,000",その他,鯖江市
東京都,府中市,29,回答なし,2022/10/09 14:17,500,その他,鯖江市
福井県,越前市,23,女性,2022/10/09 14:18,"4,437",その他,鯖江市
富山県,南砺市,44,男性,2022/10/09 14:19,"3,000",漆器,鯖江市
福井県,坂井市,52,男性,2022/10/09 14:19,"1,000",その他,鯖江市
京都府,八幡市,46,回答なし,2022/10/09 14:20,"1,800",和紙,越前市
石川県,中能登町,54,女性,2022/10/09 14:20,"5,600",漆器,鯖江市
福井県,福井市,42,女性,2022/10/09 14:21,300,和紙,越前市
福井県,越前市,23,女性,2022/10/09 14:22,495,その他,鯖江市
福井県,福井市,39,男性,2022/10/09 14:24,800,漆器,鯖江市
東京都,府中市,29,回答なし,2022/10/09 14:27,500,その他,鯖江市
石川県,小松市,45,女性,2022/10/09 14:28,500,その他,鯖江市
福井県,永平寺町,31,男性,2022/10/09 14:28,"1,308",漆器,鯖江市
大阪府,八尾市,23,女性,2022/10/09 14:29,"1,705",和紙,越前市
東京都,杉並区,49,男性,2022/10/09 14:33,"1,980",眼鏡,鯖江市
福井県,小浜市,53,女性,2022/10/09 14:33,"4,450",漆器,鯖江市
福井県,永平寺町,55,女性,2022/10/09 14:33,"1,080",その他,鯖江市
富山県,砺波市,40,男性,2022/10/09 14:33,"2,000",その他,鯖江市
三重県,四日市市,61,女性,2022/10/09 14:35,"2,788",その他,鯖江市
大阪府,八尾市,23,女性,2022/10/09 14:36,"1,980",和紙,越前市
神奈川県,川崎市,24,女性,2022/10/09 14:37,"1,830",眼鏡,鯖江市
香川県,高松市,21,女性,2022/10/09 14:39,"3,240",その他,鯖江市
福井県,永平寺町,24,男性,2022/10/09 14:40,"3,100",その他,鯖江市
岡山県,岡山市,23,女性,2022/10/09 14:40,"5,168",和紙,越前市
愛知県,名古屋市,59,女性,2022/10/09 14:41,"2,500",その他,鯖江市
愛知県,名古屋市,26,その他,2022/10/09 14:41,100,和紙,越前市
三重県,菰野町,39,女性,2022/10/09 14:43,"3,465",その他,鯖江市
三重県,菰野町,39,女性,2022/10/09 14:43,940,その他,鯖江市
東京都,葛飾区,31,女性,2022/10/09 14:44,"4,800",和紙,越前市
三重県,菰野町,39,女性,2022/10/09 14:45,255,その他,鯖江市
福井県,福井市,27,男性,2022/10/09 14:45,"5,880",打刃物,越前市
愛知県,蒲郡市,23,女性,2022/10/09 14:46,"1,100",眼鏡,鯖江市
福井県,福井市,50,男性,2022/10/09 14:48,"6,000",漆器,鯖江市
福井県,越前市,39,女性,2022/10/09 14:49,"2,250",その他,鯖江市
愛知県,名古屋市,31,男性,2022/10/09 14:50,"1,700",漆器,鯖江市
福井県,福井市,43,女性,2022/10/09 14:51,"1,920",打刃物,越前市
香川県,高松市,21,女性,2022/10/09 14:51,756,その他,鯖江市
岐阜県,各務原市,22,男性,2022/10/09 14:51,330,和紙,越前市
愛知県,名古屋市,29,女性,2022/10/09 14:51,"30,000",眼鏡,鯖江市
千葉県,船橋市,28,女性,2022/10/09 14:52,"2,500",和紙,越前市
愛知県,名古屋市,31,男性,2022/10/09 14:52,"2,000",漆器,鯖江市
福井県,福井市,27,女性,2022/10/09 14:52,"5,000",眼鏡,鯖江市
愛知県,名古屋市,27,女性,2022/10/09 14:53,"2,000",漆器,鯖江市
京都府,八幡市,46,回答なし,2022/10/09 14:53,"4,200",漆器,鯖江市
愛知県,名古屋市,27,男性,2022/10/09 14:53,"18,000",眼鏡,鯖江市
福井県,福井市,48,男性,2022/10/09 14:54,"2,500",漆器,鯖江市
愛知県,長久手市,47,女性,2022/10/09 14:54,"2,420",和紙,越前市
福井県,越前市,25,女性,2022/10/09 14:54,"5,000",その他,鯖江市
茨城県,ひたちなか市,22,男性,2022/10/09 14:54,"2,200",漆器,鯖江市
岐阜県,各務原市,22,男性,2022/10/09 14:55,700,和紙,越前市
大阪府,大阪市,46,女性,2022/10/09 14:55,"1,300",和紙,越前市
福井県,福井市,34,女性,2022/10/09 14:56,"2,980",飲食,鯖江市
福井県,鯖江市,60,男性,2022/10/09 14:57,"18,565",眼鏡,鯖江市
福井県,福井市,55,男性,2022/10/09 14:57,"1,320",漆器,鯖江市
福井県,あわら市,46,女性,2022/10/09 14:57,200,和紙,越前市
石川県,金沢市,28,回答なし,2022/10/09 14:57,"3,300",その他,鯖江市
福井県,福井市,58,男性,2022/10/09 14:58,"5,660",漆器,鯖江市
福井県,鯖江市,63,男性,2022/10/09 14:58,"1,300",飲食,鯖江市
東京都,大田区,29,女性,2022/10/09 14:58,500,その他,鯖江市
福井県,越前市,27,女性,2022/10/09 15:00,"4,600",その他,越前町
福井県,福井市,41,女性,2022/10/09 15:00,"1,300",飲食,鯖江市
三重県,四日市市,52,女性,2022/10/09 15:00,"12,000",漆器,鯖江市
愛知県,小牧市,52,女性,2022/10/09 15:00,"3,000",和紙,越前市
三重県,菰野町,37,男性,2022/10/09 15:01,"3,000",和紙,越前市
愛知県,蒲郡市,23,女性,2022/10/09 15:06,"1,900",その他,鯖江市
福井県,福井市,45,女性,2022/10/09 15:07,"3,600",漆器,鯖江市
福井県,越前市,49,男性,2022/10/09 15:07,"1,500",打刃物,越前市
福井県,鯖江市,33,女性,2022/10/09 15:10,"2,000",漆器,鯖江市
福井県,福井市,27,女性,2022/10/09 15:12,"7,000",眼鏡,鯖江市
福井県,越前市,56,女性,2022/10/09 15:16,"5,555",その他,鯖江市
福井県,福井市,42,男性,2022/10/09 15:17,"5,140",漆器,鯖江市
熊本県,南関町,35,女性,2022/10/09 15:19,622,漆器,鯖江市
大阪府,枚方市,30,女性,2022/10/09 15:19,"1,000",飲食,鯖江市
福井県,福井市,35,男性,2022/10/09 15:20,"1,485",和紙,越前市
東京都,大田区,29,女性,2022/10/09 15:21,"4,000",漆器,鯖江市
大阪府,大阪市東成区,31,女性,2022/10/09 15:22,"2,790",飲食,鯖江市
愛知県,小牧市,52,女性,2022/10/09 15:25,"5,390",和紙,越前市
福井県,越前市,56,女性,2022/10/09 15:26,445,その他,鯖江市
福井県,南越前町,52,女性,2022/10/09 15:29,"7,975",眼鏡,鯖江市
福井県,福井市,25,女性,2022/10/09 15:31,"1,250",その他,鯖江市
福井県,鯖江市,63,男性,2022/10/09 15:31,"1,296",その他,鯖江市
愛知県,小牧市,52,女性,2022/10/09 15:32,"2,010",和紙,越前市
三重県,菰野町,37,男性,2022/10/09 15:32,"1,000",その他,鯖江市
福井県,福井市,55,男性,2022/10/09 15:33,"1,430",漆器,鯖江市
福井県,福井市,44,女性,2022/10/09 15:33,"1,000",焼物,越前町
福井県,越前市,37,男性,2022/10/09 15:34,"1,040",その他,越前市
岐阜県,岐阜市,23,女性,2022/10/09 15:35,"1,540",和紙,越前市
東京都,杉並区,33,女性,2022/10/09 15:35,"1,300",その他,鯖江市
富山県,砺波市,40,男性,2022/10/09 15:38,500,その他,鯖江市
福井県,福井市,42,女性,2022/10/09 15:38,341,その他,鯖江市
石川県,金沢市,28,回答なし,2022/10/09 15:42,"2,850",和紙,越前市
福井県,福井市,25,女性,2022/10/09 15:43,"4,000",漆器,鯖江市
岐阜県,各務原市,22,男性,2022/10/09 15:43,"1,650",和紙,越前市
香川県,高松市,21,女性,2022/10/09 15:44,"2,000",その他,鯖江市
福井県,福井市,44,女性,2022/10/09 15:44,"4,000",焼物,越前町
福井県,福井市,42,男性,2022/10/09 15:45,860,飲食,鯖江市
福井県,勝山市,44,男性,2022/10/09 15:45,"1,280",漆器,鯖江市
東京都,小金井市,26,女性,2022/10/09 15:45,"2,285",飲食,鯖江市
福井県,福井市,55,その他,2022/10/09 15:50,"6,000",漆器,鯖江市
愛知県,名古屋市,26,その他,2022/10/09 15:51,300,和紙,越前市
愛知県,安城市,55,女性,2022/10/09 15:53,"4,000",和紙,越前市
東京都,葛飾区,31,女性,2022/10/09 15:53,"2,860",漆器,鯖江市
福井県,福井市,39,男性,2022/10/09 15:55,"1,000",和紙,越前市
福井県,福井市,55,女性,2022/10/09 15:55,825,打刃物,越前市
東京都,渋谷区,36,女性,2022/10/09 15:56,"4,200",飲食,鯖江市
三重県,菰野町,37,男性,2022/10/09 15:57,"2,060",漆器,鯖江市
福井県,越前市,33,男性,2022/10/09 15:57,"48,000",眼鏡,鯖江市
福岡県,久留米市,48,女性,2022/10/09 15:58,500,その他,鯖江市
福井県,越前市,39,女性,2022/10/09 15:58,"2,800",眼鏡,鯖江市
福井県,福井市,35,男性,2022/10/09 16:05,"1,300",和紙,越前市
兵庫県,川西市,53,男性,2022/10/09 16:06,"3,470",漆器,鯖江市
福井県,福井市,41,女性,2022/10/09 16:09,"1,980",眼鏡,鯖江市
福井県,越前市,39,女性,2022/10/09 16:09,460,眼鏡,鯖江市
福井県,越前市,25,女性,2022/10/09 16:13,500,その他,鯖江市
兵庫県,洲本市,31,男性,2022/10/09 16:16,"1,400",その他,鯖江市
福井県,福井市,25,女性,2022/10/09 16:17,"5,000",漆器,鯖江市
福井県,福井市,29,女性,2022/10/09 16:18,"5,350",漆器,鯖江市
福井県,あわら市,46,女性,2022/10/09 16:21,"1,500",和紙,越前市
大阪府,大阪市,46,女性,2022/10/09 16:21,"1,500",和紙,越前市
岐阜県,各務原市,22,男性,2022/10/09 16:25,620,漆器,越前市
東京都,杉並区,49,男性,2022/10/09 16:25,600,和紙,越前市
大阪府,大阪市,46,女性,2022/10/09 16:25,"1,500",和紙,越前市
福井県,福井市,41,女性,2022/10/09 16:27,"2,200",眼鏡,鯖江市
福井県,越前市,33,女性,2022/10/09 16:27,"6,000",漆器,鯖江市
東京都,府中市,29,回答なし,2022/10/09 16:27,400,漆器,鯖江市
愛知県,長久手市,47,女性,2022/10/09 16:28,"1,000",和紙,越前市
香川県,高松市,21,女性,2022/10/09 16:30,4,眼鏡,鯖江市
福井県,福井市,25,女性,2022/10/09 16:35,"1,400",その他,鯖江市
東京都,渋谷区,41,男性,2022/10/09 16:36,"3,500",その他,越前町
茨城県,ひたちなか市,22,男性,2022/10/09 16:41,760,漆器,鯖江市
岡山県,岡山市,23,女性,2022/10/09 16:42,"3,832",眼鏡,鯖江市
東京都,武蔵野市,31,女性,2022/10/09 16:44,"2,390",その他,鯖江市
福井県,鯖江市,50,女性,2022/10/09 16:46,"5,500",漆器,鯖江市
福井県,福井市,39,男性,2022/10/09 16:48,"1,805",眼鏡,鯖江市
愛知県,岩倉市,30,女性,2022/10/09 16:49,10,眼鏡,鯖江市
大阪府,八尾市,23,女性,2022/10/09 16:51,"5,315",眼鏡,鯖江市
東京都,大田区,29,女性,2022/10/09 16:54,"1,500",眼鏡,鯖江市
東京都,府中市,29,回答なし,2022/10/09 16:55,130,漆器,鯖江市
大阪府,大阪市,24,男性,2022/10/09 16:58,"6,000",漆器,鯖江市
東京都,世田谷区,32,女性,2022/10/09 16:59,"1,540",和紙,越前市
神奈川県,横浜市,28,男性,2022/10/09 17:04,"5,180",その他,鯖江市
富山県,砺波市,40,男性,2022/10/09 17:08,"3,000",その他,鯖江市
滋賀県,近江八幡市,37,男性,2022/10/09 17:11,"4,000",その他,鯖江市
岐阜県,岐阜市,23,女性,2022/10/09 17:15,"3,536",その他,鯖江市
福井県,鯖江市,33,女性,2022/10/09 17:16,"1,540",和紙,越前市
東京都,武蔵野市,31,女性,2022/10/09 17:16,"1,038",飲食,鯖江市
東京都,武蔵野市,31,女性,2022/10/09 17:20,600,飲食,鯖江市
福井県,南越前町,52,女性,2022/10/09 17:23,"2,475",箪笥,越前市
東京都,杉並区,49,男性,2022/10/09 17:24,"1,000",眼鏡,鯖江市
神奈川県,横浜市,46,女性,2022/10/09 17:24,830,その他,鯖江市
東京都,杉並区,49,男性,2022/10/09 17:35,"2,420",飲食,鯖江市
大阪府,八尾市,36,男性,2022/10/09 17:45,880,その他,鯖江市
兵庫県,洲本市,31,男性,2022/10/09 18:13,"6,748",その他,鯖江市
福井県,越前市,42,男性,2022/10/09 18:30,"3,642",その他,鯖江市
福井県,越前市,30,女性,2022/10/10 10:57,"9,500",漆器,鯖江市
福井県,越前市,57,女性,2022/10/10 12:27,"48,000",その他,鯖江市
福井県,鯖江市,71,女性,2022/10/10 14:41,"3,408",その他,鯖江市
福井県,福井市,32,女性,2022/10/10 16:50,"32,434",その他,鯖江市
福井県,鯖江市,20,男性,2022/10/10 17:33,"5,290",その他,鯖江市
福井県,坂井市,21,男性,2022/10/11 13:45,"3,340",眼鏡,鯖江市
福井県,福井市,23,その他,2022/10/12 13:44,"5,000",漆器,鯖江市
福井県,鯖江市,28,女性,2022/10/12 13:55,"3,138",漆器,鯖江市
福井県,鯖江市,33,女性,2022/10/12 14:05,"2,460",漆器,鯖江市
福井県,福井市,36,男性,2022/10/15 15:33,"1,040",飲食,鯖江市
福井県,鯖江市,60,男性,2022/10/18 14:29,"10,000",飲食,鯖江市
福井県,鯖江市,60,男性,2022/10/18 14:33,"10,700",飲食,鯖江市
